"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"taxonomy"
"OTU160"	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora,s:Cyphellophora jingdongensis"
"OTU161"	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
"OTU162"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"k:Fungi"
"OTU163"	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	"k:Fungi"
"OTU164"	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	0	"k:Fungi"
"OTU165"	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	"k:Fungi,p:Ascomycota"
"OTU166"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Matsushimamyces,s:Matsushimamyces venustum"
"OTU167"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sarocladium"
"OTU168"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Laboulbeniomycetes,o:Pyxidiophorales,f:Pyxidiophoraceae,g:Pyxidiophora,s:Pyxidiophora arvernensis"
"OTU169"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Purpureocillium"
"OTU170"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota"
"OTU172"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,g:Leptodiscella"
"OTU173"	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	"k:Fungi"
"OTU174"	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	"k:Fungi,p:Ascomycota,c:Orbiliomycetes"
"OTU175"	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
"OTU176"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Basidiomycota,c:Classiculomycetes,o:Classiculales,f:Classiculaceae"
"OTU177"	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Togniniales,f:Togniniaceae,g:Phaeoacremonium"
"OTU178"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema rajasthanensis"
"OTU179"	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	"k:Fungi"
"OTU180"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes"
"OTU181"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales,f:Exidiaceae,g:Exidiopsis"
"OTU182"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metarhizium,s:Metarhizium marquandii"
"OTU183"	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	"k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae"
"OTU184"	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sarocladium"
"OTU185"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
"OTU187"	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	"k:Fungi"
"OTU189"	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Tetracladium"
"OTU190"	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia"
"OTU191"	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia"
"OTU193"	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	"k:Fungi"
"OTU195"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
"OTU196"	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pseudorobillarda,s:Pseudorobillarda siamensis"
"OTU197"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"k:Fungi"
"OTU198"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pseudochaetosphaeronema,s:Pseudochaetosphaeronema martinelli"
"OTU199"	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae"
"OTU200"	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	"k:Fungi,p:Ascomycota"
"OTU201"	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe"
"OTU202"	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium"
"OTU204"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia,s:Orbilia corculispora"
"OTU205"	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Septoria,s:Septoria escalloniae"
"OTU206"	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia"
"OTU207"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	"k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella"
"OTU210"	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Plectosphaerella,s:Plectosphaerella cucumerina"
"OTU212"	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Tetracladium"
"OTU213"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Dactylella"
"OTU215"	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae"
"OTU216"	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes"
"OTU217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"k:Fungi,p:Ascomycota"
"OTU218"	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala"
"OTU219"	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,g:Leptodiscella,s:Leptodiscella africana"
"OTU220"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
"OTU221"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi"
"OTU222"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora"
"OTU223"	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes"
"OTU224"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae,g:Phaeoisaria"
"OTU226"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota"
"OTU227"	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Ochroconis,s:Ochroconis musae"
"OTU228"	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea,s:Veronaea botryosa"
"OTU229"	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Sirastachys,s:Sirastachys phaeospora"
"OTU230"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Microdiplodia"
"OTU231"	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales"
"OTU232"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae"
"OTU233"	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Neooccultibambusa,s:Neooccultibambusa pandanicola"
"OTU234"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	"k:Fungi,p:Ascomycota"
"OTU235"	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes"
"OTU237"	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Mycosphaerella"
"OTU238"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi"
"OTU239"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Campylocarpon,s:Campylocarpon pseudofasciculare"
"OTU240"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Mesobotrys,s:Mesobotrys simplex"
"OTU242"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	"k:Fungi"
"OTU244"	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Paramyrothecium,s:Paramyrothecium roridum"
"OTU245"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales"
"OTU246"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia macrospinosa"
"OTU247"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium"
"OTU248"	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Letendraea"
"OTU249"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Bartaliniaceae,g:Truncatella"
"OTU252"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sporidesmium,s:Sporidesmium pyriformatum"
"OTU253"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	"k:Fungi"
"OTU254"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	"k:Fungi"
"OTU257"	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	"k:Fungi,p:Ascomycota"
"OTU258"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophoma,s:Setophoma chromolaenae"
"OTU259"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium foliicola"
"OTU260"	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Volutella,s:Volutella consors"
"OTU261"	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae"
"OTU262"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales"
"OTU263"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi"
"OTU264"	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	"k:Fungi,p:Ascomycota"
"OTU265"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Xylaria,s:Xylaria multiplex"
"OTU266"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
"OTU267"	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sesquicillium,s:Sesquicillium microsporum"
"OTU268"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales"
"OTU269"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	"k:Fungi"
"OTU270"	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Gibberella,s:Gibberella baccata"
"OTU271"	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Phallales,f:Phallaceae,g:Phallus"
"OTU272"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Cylindrocarpon"
"OTU273"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma"
"OTU275"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Monocillium"
"OTU276"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	"k:Fungi"
"OTU277"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis"
"OTU278"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi,p:Ascomycota"
"OTU279"	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema leoncinii"
"OTU280"	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Volutella,s:Volutella ciliata"
"OTU281"	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala pisciphila"
"OTU282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,g:Leptodiscella"
"OTU285"	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	"k:Fungi"
"OTU286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi"
"OTU287"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum"
"OTU288"	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Neodevriesiaceae"
"OTU289"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae"
"OTU290"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
"OTU294"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi"
"OTU295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi"
"OTU296"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Bambusicolaceae"
"OTU297"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Agaricaceae,g:Leucocoprinus,s:Leucocoprinus fragilissimus"
"OTU298"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Savoryellales,f:Savoryellaceae,g:Ascotaiwania,s:Ascotaiwania sawadae"
"OTU299"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae"
"OTU300"	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	"k:Fungi"
"OTU301"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae"
"OTU302"	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pyrenochaetopsidaceae,g:Neopyrenochaeta"
"OTU303"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota"
"OTU305"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"k:Fungi,p:Ascomycota"
"OTU307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota"
"OTU308"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	"k:Fungi"
"OTU309"	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeoseptoria,s:Phaeoseptoria musae"
"OTU310"	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Strelitziana,s:Strelitziana africana"
"OTU311"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lophiostomataceae,g:Flabellascoma"
"OTU312"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
"OTU313"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	"k:Fungi"
"OTU315"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Nectria"
"OTU316"	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Dactylella"
"OTU318"	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Orbiliomycetes"
"OTU319"	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophaeosphaeria"
"OTU320"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi"
"OTU321"	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae"
"OTU322"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi"
"OTU323"	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	"k:Fungi"
"OTU324"	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Geosmithia"
"OTU325"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes"
"OTU326"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"k:Fungi,p:Basidiomycota,c:Dacrymycetes,o:Dacrymycetales,f:Dacrymycetaceae,g:Calocera"
"OTU328"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	"k:Fungi"
"OTU330"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Ascochyta"
"OTU331"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales"
"OTU333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Umbilicariales"
"OTU334"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k:Fungi"
"OTU335"	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
"OTU336"	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora,s:Cyphellophora fusarioides"
"OTU337"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium dioscoreae"
"OTU338"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	"k:Fungi,p:Ascomycota"
"OTU339"	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Halosphaeriaceae"
"OTU340"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Gymnopus,s:Gymnopus gibbosus"
"OTU341"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Idriella"
"OTU342"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota"
"OTU343"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	"k:Fungi,p:Ascomycota"
"OTU344"	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia"
"OTU345"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Leptospora,s:Leptospora rubella"
"OTU347"	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Acrostalagmus"
"OTU349"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	"k:Fungi"
"OTU351"	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Neonectria"
"OTU352"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	"k:Fungi,p:Basidiomycota"
"OTU354"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"k:Fungi,p:Ascomycota"
"OTU355"	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Occultifur,s:Occultifur externus"
"OTU356"	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	"k:Fungi"
"OTU357"	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae"
"OTU358"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum"
"OTU359"	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	"k:Fungi"
"OTU361"	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	"k:Fungi,p:Ascomycota"
"OTU363"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
