"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"taxonomy"
"OTU412"	0	0	0	0	0	0	0	0	140	27	4	7	5	62	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__; g__Ohtaekwangia"
"OTU413"	0	0	0	0	0	0	0	0	23	62	18	0	0	385	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae; g__Niastella"
"OTU414"	0	7	0	0	40	18	280	249	0	0	23	8	11	20	68	2	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Solirubrobacterales"
"OTU416"	0	0	44	0	24	20	53	678	9	9	51	44	331	1053	45	98	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium"
"OTU419"	0	0	0	0	0	0	0	0	2	93	0	2	0	0	0	2	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae"
"OTU420"	0	0	0	0	0	0	0	0	0	25	0	8	95	0	5	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Flindersiella"
"OTU421"	0	0	4	0	0	0	18	30	2	4	19	5	81	18	76	21	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU423"	4	7	0	0	6	7	26	67	8	18	36	2	49	8	3	2	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium"
"OTU424"	0	0	0	0	64	0	47	155	0	0	11	2	5	65	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales; f__\"Aurantimonadaceae\"; g__Aureimonas"
"OTU425"	0	0	0	0	14	0	119	6	12	1	16	2	36	7	7	0	"k__Bacteria; p__\"Gemmatimonadetes\"; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas"
"OTU426"	0	0	0	0	0	0	0	0	3	10	29	162	6	32	19	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinophytocola"
"OTU427"	0	0	0	0	0	0	0	0	46	8	0	2	0	49	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae; g__Lacibacter"
"OTU428"	0	31	41	0	72	3	262	630	3	3	29	10	10	24	3	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales; f__\"Aurantimonadaceae\"; g__Aureimonas"
"OTU429"	0	0	34	0	131	13	235	227	0	2	54	4	96	6	64	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU430"	0	0	0	0	0	0	0	0	29	119	0	0	4	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria"
"OTU431"	0	0	0	0	0	0	0	0	112	71	7	27	2	79	45	11	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU433"	0	0	0	0	22	115	0	22	3	13	0	13	45	34	19	2	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_1; g__Bacillus"
"OTU435"	0	0	0	0	19	0	16	3	6	18	38	26	11	46	0	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU436"	0	0	0	0	0	0	0	0	63	21	5	161	581	12	21	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU438"	0	0	0	0	3	0	0	0	2	4	0	7	127	0	0	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp4; o__; f__; g__Gp4"
"OTU439"	0	0	0	0	0	0	0	0	0	1	0	0	0	91	0	0	"k__Bacteria; p__Candidatus_Saccharibacteria; c__; o__; f__; g__Saccharibacteria_genera_incertae_sedis"
"OTU440"	0	0	0	0	0	0	7	91	5	48	18	16	0	15	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis"
"OTU441"	0	0	0	0	320	0	0	0	10	0	4	26	14	0	3	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae; g__Promicromonospora"
"OTU442"	0	0	0	0	0	9	0	6	9	11	2	5	107	3	27	7	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU443"	0	0	0	0	0	0	0	0	199	5	5	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae_1; g__Paenibacillus"
"OTU444"	0	0	0	0	0	0	47	19	0	0	17	21	0	61	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae"
"OTU445"	0	7	0	0	246	0	23	54	0	0	0	0	0	0	0	0	"k__Bacteria; p__\"Deinococcus-Thermus\"; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera"
"OTU446"	0	0	0	0	3	0	0	0	5	4	0	38	218	4	15	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp3; o__; f__; g__Gp3"
"OTU447"	0	0	0	0	0	0	98	3	0	0	1	2	0	1	21	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter"
"OTU448"	0	0	0	0	54	0	36	281	8	0	22	62	3	43	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU449"	0	0	47	0	3	0	37	254	3	3	80	7	43	13	68	4	"k__Bacteria; p__\"Planctomycetes\"; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__Tepidisphaera"
"OTU450"	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU451"	0	0	0	0	0	0	0	0	0	9	5	8	31	33	0	24	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU452"	141	0	0	0	0	0	0	0	0	2	0	0	0	0	0	74	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium"
"OTU453"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	327	0	"k__Bacteria; p__\"Verrucomicrobia\"; c__Spartobacteria; o__; f__; g__Spartobacteria_genera_incertae_sedis"
"OTU455"	0	0	0	0	0	0	0	0	9	0	9	62	318	15	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria"
"OTU456"	0	0	0	23	112	0	45	0	12	0	0	4	0	11	13	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales"
"OTU457"	0	0	0	0	0	0	0	11	30	69	88	0	0	19	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Azospirillum"
"OTU458"	0	0	0	0	0	0	59	19	19	97	45	16	116	51	233	128	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Actinoplanes"
"OTU459"	0	0	0	0	0	0	0	0	9	0	9	18	39	12	94	132	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium"
"OTU460"	0	0	0	0	256	0	456	187	0	4	75	18	7	20	96	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora"
"OTU461"	0	0	0	0	0	0	0	0	2	1	1	11	4	3	253	2	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU463"	0	0	0	0	0	0	0	0	0	0	1	0	0	152	274	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Solirubrobacterales"
"OTU464"	0	0	0	0	0	0	0	0	0	0	2	18	16	75	0	0	"k__Bacteria; p__\"Chloroflexi\"; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__Ktedonobacter"
"OTU465"	0	0	0	0	0	0	0	11	0	0	0	0	3	114	88	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconacetobacter"
"OTU466"	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Azoarcus"
"OTU467"	0	0	0	0	0	0	6	54	0	0	5	4	3	7	302	2	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Cryptosporangiaceae; g__Jatrophihabitans"
"OTU468"	0	14	84	0	14	13	61	262	0	10	31	27	9	18	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas"
"OTU469"	0	0	0	0	0	0	0	0	38	0	47	0	7	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Sphingobacteriaceae; g__Mucilaginibacter"
"OTU470"	0	0	0	0	0	0	0	0	52	59	0	0	0	4	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__; g__Ohtaekwangia"
"OTU471"	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	"k__Bacteria; p__Candidatus_Saccharibacteria; c__; o__; f__; g__Saccharibacteria_genera_incertae_sedis"
"OTU472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU473"	0	0	0	0	0	0	0	0	0	0	0	0	7	83	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acidisoma"
"OTU474"	0	0	0	0	0	0	0	147	32	58	27	15	0	45	3	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Erythrobacter"
"OTU476"	0	0	0	0	0	0	0	0	0	0	0	16	100	0	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Nocardia"
"OTU478"	0	0	0	0	0	0	0	0	0	0	0	0	0	80	7	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales"
"OTU479"	0	0	0	0	0	0	0	0	0	0	0	51	242	5	3	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU482"	0	0	0	0	0	0	0	0	15	3	2	8	21	106	21	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae"
"OTU483"	0	0	0	0	0	0	0	0	0	0	4	0	15	72	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella"
"OTU484"	0	0	0	0	0	0	0	270	0	0	0	0	0	5	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter"
"OTU487"	0	0	0	0	0	0	0	0	39	112	1969	0	0	32	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__\"Enterobacteriales\"; f__Enterobacteriaceae; g__Kosakonia"
"OTU489"	0	0	0	0	0	0	21	11	41	53	13	11	0	31	13	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Rhizobacter"
"OTU490"	0	0	0	0	0	0	92	0	0	0	2	10	0	0	0	44	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella"
"OTU491"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	406	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp1; o__; f__; g__Gp1"
"OTU492"	0	14	44	0	0	0	0	123	0	92	34	0	14	12	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Flavobacteriaceae; g__Chryseobacterium"
"OTU495"	0	0	7	0	0	0	107	3	0	9	31	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae; g__Cystobacter"
"OTU496"	11	0	0	0	0	0	46	6	0	0	1	15	0	64	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium"
"OTU498"	0	0	0	0	22	5	4	110	0	0	34	0	4	2	19	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales"
"OTU499"	0	0	0	0	0	0	0	0	140	14	0	4	6	43	17	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__; g__Ohtaekwangia"
"OTU500"	0	0	0	0	0	0	0	0	11	7	3	8	68	20	13	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU501"	0	0	0	5	11	18	0	0	0	18	2	65	0	16	0	0	"k__Bacteria; p__\"Verrucomicrobia\"; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia"
"OTU502"	0	0	0	0	0	0	0	0	0	12	89	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium_XlVa"
"OTU503"	0	0	7	0	0	0	16	0	0	0	66	15	0	1	0	0	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus"
"OTU504"	0	0	0	0	0	260	17	0	0	0	5	0	0	0	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU505"	0	18	0	0	0	0	2	9	19	71	5	10	17	87	80	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae"
"OTU506"	0	0	0	0	0	0	0	0	0	0	0	8	69	0	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU507"	0	0	0	0	0	0	9	6	42	49	19	49	48	47	119	54	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU509"	0	0	0	0	0	0	0	25	24	5	6	153	197	305	251	1064	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Plantactinospora"
"OTU510"	0	0	0	0	374	3	0	0	0	1	5	0	21	22	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU511"	0	0	0	0	0	0	23	598	9	0	16	65	36	14	13	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU512"	0	0	0	0	152	0	81	41	5	0	5	4	5	5	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"OTU513"	0	0	0	0	0	0	0	0	0	0	2	0	6	114	62	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Aquisphaera"
"OTU516"	0	0	0	0	0	0	0	0	51	20	7	30	76	17	23	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU517"	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales"
"OTU518"	0	28	3265	0	27	0	0	62	6	13	12	0	13	36	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia"
"OTU519"	0	0	0	0	0	0	0	0	12	3	47	0	0	64	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas"
"OTU521"	0	0	0	0	0	0	0	115	2	5	5	4	3	70	13	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU522"	4	0	0	0	8	0	107	337	0	7	45	10	15	4	11	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU523"	0	0	0	0	0	0	0	0	2	17	1	29	63	16	5	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU524"	0	0	0	0	0	0	0	0	13	9	0	2	92	3	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales"
"OTU525"	0	0	0	0	0	0	0	0	23	5	0	0	71	11	5	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU526"	0	0	0	0	0	0	0	0	0	0	2	0	0	63	0	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU530"	24	0	7	0	8	13	20	41	62	174	28	0	47	36	0	6	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter"
"OTU531"	0	0	0	0	3	0	11	22	0	0	5	0	49	8	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU532"	0	0	0	0	0	0	0	0	19	253	20	7	0	5	31	6	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae; g__Niastella"
"OTU533"	0	0	0	0	0	0	0	0	5	0	1	88	235	7	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU534"	0	0	0	0	0	0	60	105	0	0	2	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Sphingobacteriaceae; g__Pedobacter"
"OTU535"	0	0	427	0	0	0	0	0	0	0	5	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas"
"OTU536"	0	0	0	0	0	0	0	0	0	0	12	85	0	21	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Flavobacteriaceae; g__Chryseobacterium"
"OTU537"	0	0	0	0	0	0	0	0	78	5	1	2	0	21	3	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria"
"OTU538"	0	0	0	0	0	0	0	0	2	5	6	0	0	31	19	83	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Schlesneria"
"OTU539"	0	0	0	0	0	0	0	0	11	6	6	41	116	23	3	16	"k__Bacteria; p__\"Verrucomicrobia\"; c__Spartobacteria; o__; f__; g__Terrimicrobium"
"OTU540"	0	0	0	0	0	0	0	0	11	83	0	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU541"	0	0	0	0	0	0	0	0	16	38	1	26	0	0	0	0	"k__Bacteria; p__Candidatus_Saccharibacteria; c__; o__; f__; g__Saccharibacteria_genera_incertae_sedis"
"OTU543"	0	0	0	0	0	0	0	0	0	0	10	2	1	119	19	6	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia"
"OTU545"	0	0	0	0	0	0	0	0	4	0	1	22	84	0	3	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU546"	0	0	0	0	0	0	51	57	0	0	6	8	1	0	3	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp3; o__; f__; g__Gp3"
"OTU547"	0	0	0	0	0	0	14	3	0	25	22	8	41	144	143	41	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Aquisphaera"
"OTU549"	0	0	0	0	0	0	0	0	13	9	0	19	59	10	9	2	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales"
"OTU550"	0	0	0	0	0	3	0	0	0	0	0	15	97	1	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria"
"OTU551"	0	0	0	0	19	0	0	0	0	12	1	27	114	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU552"	0	0	0	0	0	0	0	0	173	71	5	5	14	19	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter"
"OTU553"	0	0	0	0	22	0	84	155	3	0	9	7	3	10	3	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Larkinella"
"OTU558"	0	0	0	0	6	0	2	0	6	6	4	11	49	2	39	9	"k__Bacteria; p__\"Actinobacteria\""
"OTU559"	0	0	0	0	451	0	20	0	11	6	3	22	24	8	11	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU560"	0	0	0	0	0	0	0	0	0	2	20	2	0	91	11	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU561"	0	0	0	0	0	0	0	0	6	15	0	41	244	6	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria"
"OTU562"	0	0	0	0	0	0	0	0	0	3	10	0	63	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae"
"OTU564"	0	0	0	0	0	0	0	3	11	25	14	41	165	34	13	6	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata"
"OTU565"	0	0	0	0	0	0	0	0	0	0	96	0	0	2	0	0	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae_1; g__Paenibacillus"
"OTU566"	0	0	7	0	0	0	0	25	9	2	21	2	34	6	21	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"OTU568"	0	0	0	0	0	0	0	0	64	34	5	59	19	51	9	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter"
"OTU570"	0	0	0	0	8	0	0	22	2	7	7	5	7	71	0	6	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata"
"OTU572"	0	0	0	0	0	0	0	11	91	10	0	11	0	13	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales"
"OTU573"	0	0	0	0	43	22	27	22	34	11	60	7	5	20	25	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter"
"OTU574"	0	0	0	0	0	0	0	0	79	0	2	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerosporobacter"
"OTU575"	0	0	0	0	51	3	11	153	31	17	34	29	77	32	19	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales"
"OTU577"	0	0	0	0	0	0	0	0	17	45	23	16	19	53	151	2	"k__Bacteria; p__\"Verrucomicrobia\"; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus"
"OTU578"	0	0	0	0	0	0	0	0	67	27	0	2	4	18	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria; o__Myxococcales"
"OTU580"	0	0	7	0	40	0	60	27	0	2	6	0	10	8	5	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella"
"OTU582"	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU583"	0	0	0	0	0	0	86	198	0	0	4	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU585"	0	0	0	0	0	0	0	0	3	4	0	21	141	3	0	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp4; o__; f__; g__Gp4"
"OTU586"	71	0	0	0	0	0	0	0	0	0	0	0	0	13	13	41	"k__Bacteria; p__\"Bacteroidetes\""
"OTU587"	0	0	0	0	0	0	0	0	45	63	4	0	6	16	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga"
"OTU588"	0	0	31	68	24	0	0	0	0	0	1	0	0	20	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium_XlVb"
"OTU589"	0	0	0	0	0	0	148	14	0	1	8	10	19	36	49	16	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales"
"OTU590"	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales"
"OTU591"	0	0	0	0	0	0	0	0	5	3	1	15	132	5	0	4	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria"
"OTU592"	0	0	0	0	43	3	21	123	10	1	27	0	0	19	3	0	"k__Bacteria; p__candidate_division_WPS-1; c__; o__; f__; g__WPS-1_genera_incertae_sedis"
"OTU593"	0	0	0	0	3	0	9	129	115	44	40	178	40	14	531	113	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Verrucosispora"
"OTU594"	0	0	0	0	254	0	27	6	0	4	3	0	2	0	7	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
