	V3.16s	V5.16s	V6.16s	V7.16s	V8.16s	V9.16s	V10.16s	V11.16s	V12.16s	V13.16s	V14.16s	V15.16s	V16.16s	taxonomy
1077852	0	0	0	1.14814354641652	0	0	0	0	0	0	0	0	0	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
651004	0	0	0	4.23929924830714	11.188219161748	0.518835408134301	0	1.23081257128722	0	0.427563564366361	0.74046975371413	1.85973837209302	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae
1062061	0	0	0	1.85469342113437	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
546690	0	0	0	1.41309974943571	2.03422166577237	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
1087989	0	0	0	0.529912406038392	1.77994395755083	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae
4413525	0	0	0	2.64956203019196	2.03422166577237	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
940662	0	0	0	0.706549874717856	0	0	0	0.293050612211244	0	0	0	0	0	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
1052283	0	0	0	0.971506077737052	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
821080	0	0	0	0.706549874717856	0	912.631482908236	207.628511561963	477.262227047232	0.780649412453783	0	15.4969741313029	0	233.025162832107	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
585427	0	0	0	0.618231140378124	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__
2907887	0	0	0	0.794868609057588	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agrococcus; s__
758613	0	0	0	1.50141848377544	0	0	0	0	0	0	1.00492323718346	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
883987	0	0	0	6.44726760680044	3.8141656233232	0	0	0.644711346864736	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
749563	0	0	0	0.88318734339732	1.52566624932928	0	0	0	0.780649412453783	0.427563564366361	0.423125573550931	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
532521	0	0	0	3.26779317057009	0	0.605307976156685	0.428100023839099	0	1.24903905992605	0	0	2.89292635658915	2.19835059275573	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__
162188	0	0	0	0.44159367169866	1.27138854110773	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
377546	0	0	0	3.70938684226875	4.32272103976629	0	0.856200047678197	0.644711346864736	1.56129882490757	0	2.27429995783626	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
4343392	0	0	0	0.618231140378124	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
11621	0	0	0	1.23646228075625	0	0	0	0	0	0	0	1.85973837209302	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
810959	0	0	0	2.56124329585223	4.83127645620938	0	0.80268754469831	0.586101224422488	1.71742870739832	3.52739940602248	0.74046975371413	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
979102	0	0	0	1.05982481207678	4.83127645620938	0	0	0	0	0	0	0	0	k__Bacteria; p__FBP; c__; o__; f__; g__; s__
217402	0	0	0	0.44159367169866	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium; s__
1076316	0	0	0	0.794868609057588	0	0	0	0	0	0	0.317344180163198	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus
2649117	0	0	0	1.05982481207678	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
1024188	0	0	0	2.2079683584933	7.37405353842485	0	0	0.644711346864736	0	0.427563564366361	0.264453483469332	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
2300392	0	0	0	0.618231140378124	0	2.0753416325372	1.97996261025583	3.92687820363067	3.12259764981513	0.748236237641132	1.00492323718346	1.85973837209302	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__
1047075	0	0	0	3.62106810792901	2.03422166577237	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides
357342	0	0	0	0.971506077737052	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
273690	0	0	0	0.88318734339732	0	0	0.267562514899437	0	0.93677929494454	0	0.317344180163198	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae
698236	0	0	0	2.11964962415357	1.27138854110773	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__
878663	0	0	0	2.82619949887143	4.32272103976629	1.64297879242529	0	0.410270857095741	1.0929091774353	0.427563564366361	1.74539299089759	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
639311	0	0	0	0.529912406038392	2.03422166577237	0	0	0.46888097953799	0	0	0.317344180163198	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
161257	0	0	0	1.14814354641652	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
307611	0	0	0	1.05982481207678	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
246238	0	0	0	0.44159367169866	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Phycicoccus; s__
150347	0	0	0	1.23646228075625	9.40827520419722	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
875420	0	0	0	8.03700482491562	13.476718535742	0	0	0.527491101980239	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
236025	0	0	0	1.9430121554741	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
334110	0	0	0	1.85469342113437	1.52566624932928	0	0	0	0	0	0.581797663632531	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
1129425	0	0	0	2.56124329585223	8.13688666308949	0.432362840111918	0.481612526818986	0.293050612211244	1.24903905992605	0	0.370234876857065	1.6531007751938	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__
2429852	0	0	0	0.529912406038392	0	0	0	0.46888097953799	0	0	0.423125573550931	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
576759	0	0	0	1.32478101509598	32.2932689441364	0	0	1.40664293861397	0	0.481009009912157	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
72820	0	0	0	2.29628709283303	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum
760806	0	0	0	0.44159367169866	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
638661	0	0	0	1.50141848377544	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__
137915	0	0	0	0.44159367169866	2.79705479043701	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
211578	0	0	0	3.70938684226875	13.2224408275204	0.518835408134301	0	0	0.780649412453783	2.51193594065237	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
937813	0	0	0	3.17947443623035	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
901585	0	0	0	2.91451823321116	4.57699874798784	0	0	0.527491101980239	0	0	0.370234876857065	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
104044	0	0	0	35.1508562672133	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
544847	0	0	0	1.14814354641652	13.9852739521851	0.691780544179068	5.24422529202896	11.780634610892	0	0	4.54859991567251	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
874539	0	0	0	0.529912406038392	2.03422166577237	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__Rubricoccus; s__
962282	0	0	0	1.23646228075625	2.03422166577237	0	0	0	0	0	0	3.51283914728682	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
250626	0	0	0	453.340063365845	0	0	0	0	0	0.801681683186927	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteibacter; s__rhizovicinus
947354	0	0	0	6.8888612784991	0	0	0	1.64108342838297	0	0.267227227728976	0.528906966938664	32.4421027131783	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__
850135	0	0	0	1.23646228075625	0	4.58304610518633	8.50848797380208	0.46888097953799	0	0.855127128732723	0.423125573550931	1.23982558139535	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
305141	0	0	0	0.88318734339732	0	0	0.321075017879324	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
716006	0	0	0	0.706549874717856	0	0	0	2.4030150201322	0.780649412453783	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__
12364	0	0	0	1.58973721811518	3.3056102068801	0	0	0.644711346864736	0	0.534454455457952	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
722618	0	0	0	0.794868609057588	0	0.605307976156685	1.23078756853741	0.293050612211244	0	0.748236237641132	2.85609762146879	7.02567829457364	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
1084355	0	0	0	0.88318734339732	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
1089190	0	0	0	2.11964962415357	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
310003	0	0	0	0.529912406038392	9.15399749597568	0	0	0.93776195907598	1.0929091774353	0	0.687579057020263	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae
439982	0	0	0	0.529912406038392	0	14.7868091318276	0	0	2.49807811985211	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii
167531	0	0	0	3.00283696755089	0	0	0	0.527491101980239	6.86971482959329	0.267227227728976	1.85117438428532	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
997371	0	0	0	0.44159367169866	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
512148	0	0	0	0.44159367169866	0	0	0.535125029798873	0	2.49807811985211	2.2447087129234	6.55844639003944	27.2761627906977	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
835543	0	0	0	0.618231140378124	2.03422166577237	0.864725680223835	0	0.93776195907598	0	0	0	2.89292635658915	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
158633	0	0	0	12.9828539479406	11.188219161748	0	0	0.879151836633731	1.56129882490757	0.748236237641132	0.634688360326397	2.4796511627907	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__
336745	0	0	0	2.64956203019196	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales
111553	0	0	0	4.94584912302499	27.9705479043701	1.29708852033575	0.856200047678197	17.1141557531366	13.8955595416773	3.90151752484305	4.91883479252958	4.33938953488372	8.9932524249098	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea; s__genosp.
100260	0	0	0	10.5982481207678	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Phycicoccus; s__
1068902	0	0	0	4.76921165434553	0	0	0.267562514899437	0	0.93677929494454	1.60336336637385	0.423125573550931	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__
4332126	0	0	0	0.88318734339732	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
451696	0	0	0	2.4729245615125	3.55988791510165	1.72945136044767	3.21075017879324	1.58247330594072	1.24903905992605	0.748236237641132	0.74046975371413	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Shinella; s__
1030247	0	0	0	0.529912406038392	1.77994395755083	0	0	0.293050612211244	0	0	0.264453483469332	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__
541612	0	0	0	1.9430121554741	2.03422166577237	0	0	0	0	0.855127128732723	0.528906966938664	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
253651	0	0	0	1.23646228075625	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
1053775	0	0	0	5.12248659170446	17.7994395755083	6.13955232958923	7.598775423144	2.46162514257445	3.5909872972874	1.97748148519442	4.23125573550931	10.5385174418605	24.181856520313	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
976533	0	0	0	2.03133088981384	0	0	0	0.351660734653493	0	0	0.423125573550931	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
2068900	0	0	0	0.44159367169866	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
2391398	0	0	0	0.618231140378124	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
243360	0	0	0	8.30196102793481	3.05133249865856	0	0	0.351660734653493	0	1.44302702973647	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__
559935	0	0	0	4.15098051396741	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
4351920	0	0	0	2.73788076453169	2.28849937399392	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
975760	0	0	0	0.618231140378124	0	0.778253112201452	0	0.527491101980239	0	0	2.22140926114239	3.3062015503876	3.39745091607703	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
529762	0	0	0	1.14814354641652	7.88260895486794	2.42123190462674	3.63885020263234	2.75467575478569	26.0736903759564	3.95496297038884	10.2607951586101	13.4314437984496	31.176608406354	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
792140	0	0	0	0.618231140378124	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
1033380	0	0	0	2.56124329585223	13.476718535742	0.605307976156685	0.374587520859211	3.16494661188143	3.5909872972874	1.60336336637385	0.899141843795729	1.23982558139535	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
815498	0	0	0	6.44726760680044	0	0	0	0.46888097953799	1.40516894241681	0	1.11070463057119	2.06637596899225	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
152668	0	0	0	1.58973721811518	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__
4359327	0	0	0	1.50141848377544	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
570988	0	0	0	0.44159367169866	1.77994395755083	0	0	0	0	0	0.370234876857065	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
90664	0	0	0	0.618231140378124	0	0	0	0	0	0.855127128732723	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
498063	0	0	0	1.32478101509598	0	0	0	0	2.65420800234286	0	6.6113370867333	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__
689950	0	0	0	11.7463916671844	8.89971978775413	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__fascians
4331731	0	0	0	2.56124329585223	0	0	0	0	0	0	0	3.71947674418605	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
736813	0	0	0	0.529912406038392	0	0	0	0	0	0.481009009912157	2.53875344130559	6.61240310077519	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__
68759	0	0	0	0.88318734339732	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
946344	0	0	0	4.85753038868526	0	0	0.642150035758648	0.527491101980239	0.780649412453783	0.694790792095337	0	6.19912790697674	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
367851	0	0	0	0.88318734339732	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Microlunatus; s__
1059762	0	0	0	1.05982481207678	2.79705479043701	0.691780544179068	0	0.93776195907598	0	0	0.581797663632531	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
1081618	0	0	0	0.706549874717856	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__
348088	0	0	0	1.05982481207678	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
561885	0	0	0	1.32478101509598	10.679663745305	5.88013462552208	11.5051881406758	11.1359232640273	1.0929091774353	0	6.66422778342717	0	1.59880043109508	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
238002	0	0	0	0.44159367169866	9.15399749597568	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
164604	0	0	0	0.529912406038392	3.55988791510165	0	0	0.293050612211244	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
3555041	0	0	0	0.794868609057588	8.39116437131104	0	0	0	1.71742870739832	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
1109431	0	0	0	1.14814354641652	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
726955	0	0	0	1.14814354641652	2.03422166577237	0	0	0	1.24903905992605	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae
247758	0	0	0	0.44159367169866	0	1.5565062244029	2.14050011919549	0.293050612211244	53.8648094593111	91.9796117843135	0.899141843795729	0	3.59730096996392	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Kribbella; s__
1088265	0	0	0	1.67805595245491	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Propionibacterium; s__acnes
1125006	0	0	0	1.14814354641652	0	0	0	0.410270857095741	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
236024	0	0	0	0.971506077737052	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
1065051	0	0	0	2.2079683584933	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
822670	0	0	0	1.05982481207678	5.59410958087402	0.432362840111918	0	0	0	0	0.634688360326397	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
1090006	0	0	0	1.14814354641652	0	0	0	0	0	0.481009009912157	0	1.6531007751938	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
2753150	0	0	0	0.794868609057588	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
317811	0	0	0	0.529912406038392	1.77994395755083	0	0.321075017879324	0.703321469306985	1.87355858988908	0.427563564366361	2.75031622808105	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
789739	0	0	0	0.44159367169866	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
834883	0	0	0	0.794868609057588	1.77994395755083	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Microlunatus; s__
286030	0	0	0	1.14814354641652	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae
321721	0	0	0	9.89169824604999	7.1197758302033	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Aeromicrobium; s__
248395	0	0	0	1.67805595245491	11.9510522864127	3.28595758485057	8.8830754946613	5.68518187689813	2.96646776732438	0	4.76016270244798	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter; s__
11353	0	0	0	0.88318734339732	4.06844333154474	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
863949	0	0	0	3.70938684226875	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__
1574978	0	0	0	1.23646228075625	0	0	0	0.351660734653493	0	0	0.899141843795729	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
564348	0	0	0	2.11964962415357	1.52566624932928	0	0	0.410270857095741	0	0	1.16359532726506	1.03318798449612	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
824845	0	0	0	1.32478101509598	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
259094	0	0	0	0.706549874717856	8.13688666308949	0	0	1.05498220396048	0.780649412453783	8.39093495068984	23.8008135122399	8.26550387596899	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
244375	0	0	0	4.6808929200058	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
