"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"taxonomy"
"OTU492"	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Flavobacteriaceae; g__Chryseobacterium"
"OTU495"	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae; g__Cystobacter"
"OTU496"	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium"
"OTU498"	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales"
"OTU499"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__; g__Ohtaekwangia"
"OTU500"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU501"	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	"k__Bacteria; p__\"Verrucomicrobia\"; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia"
"OTU502"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium_XlVa"
"OTU503"	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus"
"OTU504"	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU505"	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae"
"OTU506"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU507"	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU509"	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Plantactinospora"
"OTU510"	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU511"	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU512"	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"OTU513"	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Aquisphaera"
"OTU516"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU517"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales"
"OTU518"	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia"
"OTU519"	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas"
"OTU521"	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU522"	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU523"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU524"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales"
"OTU525"	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU526"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU530"	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter"
"OTU531"	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU532"	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae; g__Niastella"
"OTU533"	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU534"	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Sphingobacteriaceae; g__Pedobacter"
"OTU535"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas"
"OTU536"	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Flavobacteriaceae; g__Chryseobacterium"
"OTU537"	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria"
"OTU538"	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Schlesneria"
"OTU539"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Verrucomicrobia\"; c__Spartobacteria; o__; f__; g__Terrimicrobium"
"OTU540"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU541"	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	"k__Bacteria; p__Candidatus_Saccharibacteria; c__; o__; f__; g__Saccharibacteria_genera_incertae_sedis"
"OTU543"	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia"
"OTU545"	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU546"	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp3; o__; f__; g__Gp3"
"OTU547"	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Aquisphaera"
"OTU549"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales"
"OTU550"	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria"
"OTU551"	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU552"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter"
"OTU553"	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Larkinella"
"OTU558"	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\""
"OTU559"	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU560"	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU561"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria"
"OTU562"	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae"
"OTU564"	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata"
"OTU565"	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae_1; g__Paenibacillus"
"OTU566"	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"OTU568"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter"
"OTU570"	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata"
"OTU572"	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales"
"OTU573"	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter"
"OTU574"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerosporobacter"
"OTU575"	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales"
"OTU577"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Verrucomicrobia\"; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus"
"OTU578"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Deltaproteobacteria; o__Myxococcales"
"OTU580"	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella"
"OTU582"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU583"	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU585"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp4; o__; f__; g__Gp4"
"OTU586"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	"k__Bacteria; p__\"Bacteroidetes\""
"OTU587"	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga"
"OTU588"	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium_XlVb"
"OTU589"	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales"
"OTU590"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales"
"OTU591"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria"
"OTU592"	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	"k__Bacteria; p__candidate_division_WPS-1; c__; o__; f__; g__WPS-1_genera_incertae_sedis"
"OTU593"	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Verrucosispora"
"OTU594"	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"OTU595"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Glycomycetaceae; g__Stackebrandtia"
"OTU597"	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU598"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Flavobacteriaceae; g__Flavobacterium"
"OTU599"	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU600"	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata"
"OTU601"	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia"
"OTU602"	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"OTU603"	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__Cytophagaceae"
"OTU607"	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae; g__Nakamurella"
"OTU608"	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia"
"OTU609"	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU611"	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter"
"OTU612"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU613"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Flavobacteriaceae; g__Flavobacterium"
"OTU614"	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU615"	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"
"OTU616"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus"
"OTU617"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium"
"OTU618"	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium"
"OTU619"	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU620"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"k__Bacteria; p__\"Verrucomicrobia\"; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus"
"OTU621"	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__\"Enterobacteriales\"; f__Enterobacteriaceae; g__Citrobacter"
"OTU622"	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	"k__Bacteria; p__\"Proteobacteria\""
"OTU623"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"k__Bacteria; p__\"Verrucomicrobia\"; c__Spartobacteria; o__; f__; g__Spartobacteria_genera_incertae_sedis"
"OTU624"	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium"
"OTU625"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU626"	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae"
"OTU627"	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Angustibacter"
"OTU628"	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia"
"OTU629"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae"
"OTU630"	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU631"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU632"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae"
"OTU633"	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	"k__Bacteria; p__\"Bacteroidetes\"; c__\"Bacteroidia\"; o__\"Bacteroidales\"; f__\"Rikenellaceae\"; g__Alistipes"
"OTU634"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU635"	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae; g__Flavitalea"
"OTU636"	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora"
"OTU637"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales"
"OTU639"	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Tahibacter"
"OTU640"	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Rhodocytophaga"
"OTU641"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__Reyranella"
"OTU642"	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae"
"OTU644"	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU645"	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU648"	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU649"	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU650"	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter"
"OTU651"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella"
"OTU652"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU653"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
"OTU655"	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Cytophagia; o__Cytophagales"
"OTU656"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"k__Bacteria; p__\"Verrucomicrobia\"; c__Subdivision3; o__; f__; g__Limisphaera"
"OTU658"	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	"k__Bacteria; p__Candidatus_Saccharibacteria; c__; o__; f__; g__Saccharibacteria_genera_incertae_sedis"
"OTU661"	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Flavobacteriia; o__\"Flavobacteriales\"; f__Cryomorphaceae; g__Fluviicola"
"OTU662"	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	"k__Bacteria; p__\"Bacteroidetes\"; c__Sphingobacteriia; o__\"Sphingobacteriales\"; f__Chitinophagaceae"
"OTU663"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata"
"OTU665"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	"k__Bacteria; p__\"Acidobacteria\"; c__Acidobacteria_Gp6; o__; f__; g__Gp6"
"OTU667"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Ancalomicrobium"
"OTU668"	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Gaiellales; f__Gaiellaceae; g__Gaiella"
"OTU669"	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	"k__Bacteria; p__\"Planctomycetes\"; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae"
"OTU670"	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	"k__Bacteria; p__; c__; o__; f__; g__; s__"
"OTU671"	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU672"	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	"k__Bacteria; p__\"Actinobacteria\"; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides"
"OTU673"	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria; o__Rhizobiales"
"OTU674"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	"k__Bacteria; p__\"Bacteroidetes\""
"OTU676"	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	"k__Bacteria; p__\"Proteobacteria\"; c__Alphaproteobacteria"
