#OTU_ID	V1.ITS	V2.ITS	V3.ITS	V4.ITS	V5.ITS	V6.ITS	V7.ITS	V8.ITS	V9.ITS	V10.ITS	V11.ITS	V12.ITS	V13.ITS	V14.ITS	V15.ITS	V16.ITS	taxonomy
New.CleanUp.ReferenceOTU104	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	191	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
New.CleanUp.ReferenceOTU194	0	0	0	0	0	0	0	7	19	0	2751	0	0	0	0	10	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU208	0	0	0	0	0	0	0	13	47	0	16	5	0	0	6	214	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Stachybotrys; s__unidentified
New.CleanUp.ReferenceOTU218	0	0	0	0	0	0	0	7	18	0	0	0	0	0	40	0	Unclassified
New.CleanUp.ReferenceOTU220	0	0	0	0	0	0	0	10	0	0	15	0	0	0	0	42	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU222	0	0	0	0	0	0	0	11	9	5	8	21	0	36	12	18	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae
New.CleanUp.ReferenceOTU228	0	0	0	0	0	0	0	29	0	0	0	0	0	6	9	0	Unclassified
New.CleanUp.ReferenceOTU231	0	0	0	0	0	0	0	16	10	0	0	0	0	0	0	10	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__Orbilia_aristata
New.CleanUp.ReferenceOTU237	0	0	0	0	0	0	0	9	9	0	20	0	20	49	0	15	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_pauxilla
New.CleanUp.ReferenceOTU238	0	0	0	0	0	0	0	5	0	0	5	0	9	25	0	0	Unclassified
New.CleanUp.ReferenceOTU239	0	0	0	0	0	0	0	8	0	23	0	0	19	13	0	0	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae
New.CleanUp.ReferenceOTU252	0	0	0	0	0	0	0	14	5164	0	0	0	35	23	0	12	k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae
New.CleanUp.ReferenceOTU259	0	0	0	0	0	0	0	6	8	0	0	0	88	0	9	6	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Erythrobasidiales
New.CleanUp.ReferenceOTU262	0	0	0	0	0	0	0	5	5	0	0	15	0	0	0	18	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae
New.CleanUp.ReferenceOTU268	0	0	0	0	0	0	0	45	0	0	156	0	108	0	0	64	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
New.CleanUp.ReferenceOTU275	0	0	0	0	0	0	0	97	6	0	0	0	0	0	81	27	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified
New.CleanUp.ReferenceOTU276	0	0	0	0	0	0	0	8	0	0	0	31	0	5	66	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Reticulascaceae; g__Pseudoacrodictys
New.CleanUp.ReferenceOTU280	0	0	0	0	0	0	0	145	0	0	7	0	0	0	103	6	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Mycosphaerella; s__unidentified
New.CleanUp.ReferenceOTU283	0	0	0	0	0	0	0	26	8	0	10	0	5	53	11	0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Parmeliaceae; g__Parmotrema; s__Parmotrema_tinctorum
New.CleanUp.ReferenceOTU287	0	0	0	0	0	0	0	16	0	0	7	5	13	6	16	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae
New.CleanUp.ReferenceOTU300	0	0	0	0	0	0	0	861	0	0	0	433	27	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
New.CleanUp.ReferenceOTU312	0	0	0	0	0	0	0	5926	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
New.CleanUp.ReferenceOTU313	0	0	0	0	0	0	0	5275	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
New.CleanUp.ReferenceOTU315	0	0	0	0	0	0	0	11197	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Morosphaeriaceae; g__Acrocalymma; s__Acrocalymma_vagum
New.CleanUp.ReferenceOTU317	0	0	0	0	0	0	0	4566	0	0	6	32	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Ijuhya; s__unidentified
New.CleanUp.ReferenceOTU324	0	0	0	0	0	0	0	9	0	0	9	102	5	0	0	0	Unclassified
New.CleanUp.ReferenceOTU325	0	0	0	0	0	0	0	17	0	0	514	61	15	0	0	0	Unclassified
New.CleanUp.ReferenceOTU326	0	0	0	0	0	0	0	58	0	0	9	44	86	0	36	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU330	0	0	0	0	0	0	0	21	0	0	0	0	20	54	12	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU331	0	0	0	0	0	0	0	17	0	0	0	0	0	5	0	0	Unclassified
New.CleanUp.ReferenceOTU333	0	0	0	0	0	0	0	23	0	0	0	12	0	0	8	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; s__Devriesia_strelitziicola
New.CleanUp.ReferenceOTU335	0	0	0	0	0	0	0	21	0	0	15	10	126	0	18	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU337	0	0	0	0	0	0	0	6	0	0	143	5	13	0	6	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Brycekendrickomyces; s__Brycekendrickomyces_acaciae
New.CleanUp.ReferenceOTU338	0	0	0	0	0	0	0	5	0	0	0	0	10	9	0	0	Unclassified
New.CleanUp.ReferenceOTU352	0	0	0	0	0	0	0	25	0	0	0	0	0	8	8	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU353	0	0	0	0	0	0	0	5	0	0	15	0	31	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Zygosporium
New.CleanUp.ReferenceOTU362	0	0	0	0	0	0	0	36	0	0	498	0	0	28	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU365	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
New.CleanUp.ReferenceOTU367	0	0	0	0	0	0	0	6	0	0	0	0	0	20	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU372	0	0	0	0	0	0	0	9	0	0	0	0	12	69	47	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU376	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Simplicillium
New.CleanUp.ReferenceOTU378	0	0	0	0	0	0	0	9	0	0	0	26	10	7	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
New.CleanUp.ReferenceOTU380	0	0	0	0	0	0	0	23	0	0	9	0	0	21	0	0	Unclassified
New.CleanUp.ReferenceOTU383	0	0	0	0	0	0	0	6	0	0	0	129	0	0	0	0	Unclassified
New.CleanUp.ReferenceOTU393	0	0	0	0	0	0	0	1386	0	0	11	0	0	10	43	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Ijuhya; s__unidentified
New.CleanUp.ReferenceOTU394	0	0	0	0	0	0	0	57	0	0	13	147	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU395	0	0	0	0	0	0	0	5	0	0	8	0	7	57	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales
New.CleanUp.ReferenceOTU399	0	0	0	0	0	0	0	7	0	0	0	5	5	12	36	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Cuniculitremaceae; g__Kockovaella; s__Kockovaella_prillingeri
New.CleanUp.ReferenceOTU400	0	0	0	0	0	0	0	8	0	0	0	0	0	6	229	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Wrightoporiaceae; g__Wrightoporia; s__Wrightoporia_tropicalis
New.CleanUp.ReferenceOTU404	0	0	0	0	0	0	0	125	0	0	14	15	25	38	6	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU410	0	0	0	0	0	0	0	15	0	0	12	0	6	0	0	0	Unclassified
New.CleanUp.ReferenceOTU416	0	0	0	0	0	0	0	11	0	0	6	0	0	6	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Periconiaceae; g__Periconia; s__Periconia_byssoides
New.CleanUp.ReferenceOTU418	0	0	0	0	0	0	0	16	0	0	0	9	9	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales
New.CleanUp.ReferenceOTU419	0	0	0	0	0	0	0	232	0	0	10	333	0	7	12	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae
New.CleanUp.ReferenceOTU420	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Morosphaeriaceae; g__Acrocalymma; s__Acrocalymma_vagum
New.CleanUp.ReferenceOTU421	0	0	0	0	0	0	0	53	0	0	0	9	8	0	5	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU424	0	0	0	0	0	0	0	17	0	0	12	0	7	0	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU425	0	0	0	0	0	0	0	29	0	0	0	32	92	0	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU429	0	0	0	0	0	0	0	11	0	0	0	0	13	180	38	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
New.CleanUp.ReferenceOTU430	0	0	0	0	0	0	0	25	0	0	90	0	6	0	7	0	k__Fungi
New.CleanUp.ReferenceOTU431	0	0	0	0	0	0	0	6	0	0	229	0	71	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU434	0	0	0	0	0	0	0	63	0	0	5	0	0	0	8	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Hannaella
New.CleanUp.ReferenceOTU435	0	0	0	0	0	0	0	7	0	0	6	0	0	0	5	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU436	0	0	0	0	0	0	0	295	0	0	76	13	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU437	0	0	0	0	0	0	0	6	0	0	102	8	0	0	1222	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
New.CleanUp.ReferenceOTU439	0	0	0	0	0	0	0	59	0	0	8	0	8	15	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU443	0	0	0	0	0	0	0	820	0	0	0	0	0	9	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes
New.CleanUp.ReferenceOTU446	0	0	0	0	0	0	0	16	0	0	0	0	9	5	71	0	Unclassified
New.CleanUp.ReferenceOTU448	0	0	0	0	0	0	0	5	0	0	0	0	18	16	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora; s__Cyphellophora_fusarioides
New.CleanUp.ReferenceOTU449	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae
New.CleanUp.ReferenceOTU450	0	0	0	0	0	0	0	9	0	0	0	0	0	21	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU451	0	0	0	0	0	0	0	8	0	0	0	0	0	31	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporales_fam_Incertae_sedis; g__Lopharia; s__unidentified
New.CleanUp.ReferenceOTU452	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae
New.CleanUp.ReferenceOTU459	0	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae
New.CleanUp.ReferenceOTU460	0	0	0	0	0	0	0	5	0	0	6	0	7	14	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU467	0	0	0	0	0	0	0	8	0	0	0	0	5	6	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
New.CleanUp.ReferenceOTU468	0	0	0	0	0	0	0	5	0	0	0	0	0	6	34	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora; s__unidentified
New.CleanUp.ReferenceOTU479	0	0	0	0	0	0	0	6	0	0	5	0	0	5	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
New.CleanUp.ReferenceOTU482	0	0	0	0	0	0	0	6	0	0	0	0	64	29	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU483	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Caliciales; f__Physciaceae; g__Physcia
New.CleanUp.ReferenceOTU485	0	0	0	0	0	0	0	20	0	0	0	0	0	5	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Ijuhya; s__unidentified
New.CleanUp.ReferenceOTU486	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	Unclassified
New.CleanUp.ReferenceOTU491	0	0	0	0	0	0	0	7	0	0	838	0	11	0	8	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Thyridariaceae
New.CleanUp.ReferenceOTU493	0	0	0	0	0	0	0	8	0	0	10	0	8	0	0	0	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Erythrobasidiales; f__Erythrobasidiaceae; g__Bannoa; s__Bannoa_ogasawarensis
New.CleanUp.ReferenceOTU494	0	0	0	0	0	0	0	12	0	0	0	0	0	5	38867	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Boliniales; f__Boliniales_fam_Incertae_sedis; g__Junewangia; s__unidentified
New.CleanUp.ReferenceOTU495	0	0	0	0	0	0	0	80	0	0	6	0	0	0	13	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
New.CleanUp.ReferenceOTU496	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU498	0	0	0	0	0	0	0	8	0	0	0	0	45	0	42	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
New.CleanUp.ReferenceOTU499	0	0	0	0	0	0	0	16	0	0	26	0	78	0	30	0	Unclassified
New.CleanUp.ReferenceOTU502	0	0	0	0	0	0	0	7	0	0	15	0	59	0	56	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Nigrograna; s__unidentified
New.CleanUp.ReferenceOTU505	0	0	0	0	0	0	0	117	0	0	9	0	11	19	0	0	Unclassified
New.CleanUp.ReferenceOTU507	0	0	0	0	0	0	0	63	0	0	65	0	28	0	33	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Neooccultibambusa; s__Neooccultibambusa_pandanicola
New.CleanUp.ReferenceOTU508	0	0	0	0	0	0	0	51	0	0	0	0	0	20	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae
New.CleanUp.ReferenceOTU511	0	0	0	0	0	0	0	70	0	0	0	0	0	0	60	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
New.CleanUp.ReferenceOTU515	0	0	0	0	0	0	0	144	0	0	7	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes
New.CleanUp.ReferenceOTU516	0	0	0	0	0	0	0	12	0	0	0	0	12	7	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
New.CleanUp.ReferenceOTU518	0	0	0	0	0	0	0	6	0	0	0	0	38	12	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU530	0	0	0	0	0	0	0	6	0	0	9	0	59	0	5	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU533	0	0	0	0	0	0	0	7	0	0	0	0	15	0	10	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU536	0	0	0	0	0	0	0	62	0	0	0	0	23	9	5	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma
New.CleanUp.ReferenceOTU538	0	0	0	0	0	0	0	181	0	0	0	0	0	13	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Dactylella
New.CleanUp.ReferenceOTU539	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
New.CleanUp.ReferenceOTU540	0	0	0	0	0	0	0	189	0	0	0	0	0	0	16	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae
New.CleanUp.ReferenceOTU543	0	0	0	0	0	0	0	38	0	0	161	0	35	0	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes
New.CleanUp.ReferenceOTU549	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU551	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU555	0	0	0	0	0	0	0	16	0	0	0	0	28	131	9	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Magnaporthales; f__Magnaporthaceae; g__Arxiella; s__Arxiella_dolichandrae
New.CleanUp.ReferenceOTU559	0	0	0	0	0	0	0	940	0	0	91	0	19	6	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Magnaporthales; f__Magnaporthaceae; g__Ophioceras; s__Ophioceras_leptosporum
New.CleanUp.ReferenceOTU562	0	0	0	0	0	0	0	6	0	0	0	0	6	6	53	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
New.CleanUp.ReferenceOTU566	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Caliciales; f__Physciaceae; g__Physcia
New.CleanUp.ReferenceOTU567	0	0	0	0	0	0	0	6	0	0	0	0	7	7	152	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU570	0	0	0	0	0	0	0	7	0	0	10	0	0	49	0	0	k__Fungi
New.CleanUp.ReferenceOTU575	0	0	0	0	0	0	0	11	0	0	0	0	0	7	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Lyomyces; s__unidentified
New.CleanUp.ReferenceOTU577	0	0	0	0	0	0	0	14	0	0	0	0	0	7	9	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis
New.CleanUp.ReferenceOTU578	0	0	0	0	0	0	0	7	0	0	0	0	59	0	6	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
New.CleanUp.ReferenceOTU580	0	0	0	0	0	0	0	9	0	0	0	0	25	0	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes
New.CleanUp.ReferenceOTU581	0	0	0	0	0	0	0	23	0	0	0	0	0	0	5	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
New.CleanUp.ReferenceOTU592	0	0	0	0	0	0	0	5	0	0	5	0	110	0	0	0	Unclassified
New.CleanUp.ReferenceOTU594	0	0	0	0	0	0	0	7	0	0	62	0	9	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Sporocadaceae
New.CleanUp.ReferenceOTU598	0	0	0	0	0	0	0	5	0	0	8	0	10	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
New.CleanUp.ReferenceOTU601	0	0	0	0	0	0	0	78	0	0	0	0	9	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
New.CleanUp.ReferenceOTU602	0	0	0	0	0	0	0	11	0	0	26	0	14	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Ijuhya; s__unidentified
New.CleanUp.ReferenceOTU606	0	0	0	0	0	0	0	7	0	0	5	0	0	550	0	0	k__Fungi
New.CleanUp.ReferenceOTU607	0	0	0	0	0	0	0	9	0	0	6	0	0	84	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Myriangiaceae; g__Myriangium; s__unidentified
New.CleanUp.ReferenceOTU612	0	0	0	0	0	0	0	5	0	0	22	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae
New.CleanUp.ReferenceOTU613	0	0	0	0	0	0	0	21	0	0	0	0	5	6	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU625	0	0	0	0	0	0	0	5	0	0	0	0	24	0	0	0	k__Fungi
New.CleanUp.ReferenceOTU627	0	0	0	0	0	0	0	5	0	0	11	0	0	95	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU630	0	0	0	0	0	0	0	29	0	0	6	0	6	5	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU632	0	0	0	0	0	0	0	5	0	0	5	0	383	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Exidiaceae
New.CleanUp.ReferenceOTU633	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Plectosphaerella
New.CleanUp.ReferenceOTU634	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Lophiostoma; s__unidentified
New.CleanUp.ReferenceOTU635	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phialophora; s__Phialophora_livistonae
New.CleanUp.ReferenceOTU636	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU637	0	0	0	0	0	0	0	82	0	0	22	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum
New.CleanUp.ReferenceOTU643	0	0	0	0	0	0	0	36	0	0	0	0	0	35	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Torulaceae; g__Torula
New.CleanUp.ReferenceOTU644	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum
New.CleanUp.ReferenceOTU646	0	0	0	0	0	0	0	24	0	0	13	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliales_fam_Incertae_sedis; g__Vermispora
New.CleanUp.ReferenceOTU647	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Ijuhya; s__unidentified
New.CleanUp.ReferenceOTU649	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	Unclassified
New.CleanUp.ReferenceOTU652	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; f__Tubeufiaceae
New.CleanUp.ReferenceOTU655	0	0	0	0	0	0	0	13	0	0	0	0	83	0	0	0	k__Fungi
New.CleanUp.ReferenceOTU656	0	0	0	0	0	0	0	1435	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Thyridariaceae; g__Roussoella; s__Roussoella_solani
New.CleanUp.ReferenceOTU663	0	0	0	0	0	0	0	5	0	0	1484	0	0	11	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
New.CleanUp.ReferenceOTU671	0	0	0	0	0	0	0	8	0	0	0	0	179	0	0	0	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae
New.CleanUp.ReferenceOTU672	0	0	0	0	0	0	0	17	0	0	27	0	0	13	0	0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales
New.CleanUp.ReferenceOTU675	0	0	0	0	0	0	0	10	0	0	0	0	6	7	0	0	k__Fungi; p__Ascomycota
New.CleanUp.ReferenceOTU676	0	0	0	0	0	0	0	17	0	0	41	0	13	14	0	0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales
New.CleanUp.ReferenceOTU677	0	0	0	0	0	0	0	6	0	0	0	0	9	27	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes
New.CleanUp.ReferenceOTU680	0	0	0	0	0	0	0	6	0	0	195	0	5	5	0	0	k__Fungi
New.CleanUp.ReferenceOTU685	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
New.CleanUp.ReferenceOTU686	0	0	0	0	0	0	0	30	0	0	123	0	0	0	0	0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Ijuhya; s__unidentified
