#OTU ID	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	Taxonomy
OTU134	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|AY843041|SH1506898.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,g:Neophaeococcomyces
OTU135	0	0	0	0	175	68	0	0	7	0	724	145	456	470	7	0	GS|99.7|KT328802|SH1636096.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora
OTU136	0	0	0	0	37	8	0	1431	0	0	32	239	122	37	0	0	GS|100.0|KU204651|SH1636853.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Sporocadaceae,g:Pestalotiopsis,s:Pestalotiopsis mangifolia
OTU137	0	0	0	0	764	0	0	0	0	0	38	0	0	0	0	0	SS|0.9400|KU747936|SH1151671.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU138	0	39	0	0	0	0	0	245	0	0	378	35	34	37	10	0	GS|100.0|KF436393|SH1576416.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Halosphaeriaceae
OTU139	0	0	638	0	0	0	0	0	0	0	0	0	0	3	0	0	GS|100.0|GU722054|SH1648811.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora
OTU140	0	0	0	0	0	0	0	817	0	0	0	0	0	0	29	10	GS|98.7|JX076941|SH1555968.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium polychromum
OTU141	0	0	661	0	0	0	0	0	0	0	124	0	0	0	6	0	GSL|100.0|MN429231|SH1524347.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU142	0	0	0	0	12	0	0	0	8	0	270	52	94	617	9	0	GS|98.0|AB540570|SH1560659.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium brachypenium
OTU143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	GS|87.4|MF976722|SH1245746.08FU;k:Fungi
OTU145	0	0	0	0	0	0	0	0	2	147	0	54	253	0	0	206	SS|0.9900|MG018068|SH1553544.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
OTU146	0	0	0	0	0	0	347	0	0	0	0	0	9	172	0	0	GS|100.0|JQ753969|SH1522796.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella oryzae
OTU147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	544	SS|0.8600|MG386064|SH1648730.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU148	0	0	0	0	0	0	0	0	17	0	432	361	0	287	0	0	GS|99.3|KT581860|SH1546039.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Subulicystidium
OTU149	0	0	0	0	0	0	0	0	23	0	577	123	7	334	6	0	GS|98.1|JX319873|SH1567825.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU150	0	0	0	0	0	36	0	0	0	0	966	0	0	0	0	14	GS|98.7|HQ607854|SH1567810.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta
OTU151	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.7|KT462538|SH1646220.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Dictyosporium,s:Dictyosporium heptasporum
OTU152	0	0	0	0	0	0	0	0	0	0	0	3	567	0	0	0	SS|1.0000|KU977894|SH1238639.08FU;k:Fungi
OTU153	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	90	GS|99.0|EU563602|SH1198324.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU154	0	31	0	254	328	0	0	3	0	0	0	19	169	3	18	0	GSL|100.0|MF380737|SH1549605.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales,f:Trichosphaeriaceae,g:Nigrospora
OTU155	0	0	0	0	0	0	0	0	0	3	493	37	22	56	181	4	SS|0.9900|HM161962|SH1155499.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes
OTU156	0	0	0	0	0	0	0	15	0	0	689	0	0	170	75	11	GSL|100.0|MN548435|SH1546415.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusicolla
OTU157	0	0	643	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|KT215273|SH1157202.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia
OTU158	0	0	0	0	0	0	0	67	22	0	0	27	49	378	66	10	GS|97.7|JN890259|SH1142991.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU159	0	0	0	0	0	0	0	0	0	0	557	0	0	4	0	0	GSL|99.3|KC775746|SH1560157.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae
OTU160	0	0	0	0	0	0	0	16	25	0	490	19	54	426	6	0	SS|0.8000|MF285234|SH1228287.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora,s:Cyphellophora jingdongensis
OTU161	77	0	0	0	54	0	0	9	0	0	0	9	817	36	0	0	SS|0.9100|KU977913|SH1560636.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU162	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	GS|91.9|UDB0748955|SH2750635.08FU;k:Fungi
OTU163	0	0	0	0	0	0	0	15	15	0	1051	64	16	0	76	0	SS|1.0000|UDB0750946|SH2728516.08FU;k:Fungi
OTU164	0	0	0	0	0	293	3	163	0	0	31	2	23	4	0	0	SS|1.0000|MH327818|SH2707359.08FU;k:Fungi
OTU165	0	0	0	0	0	469	0	0	0	0	11	0	13	9	0	0	GS|99.7|HQ008912|SH1214486.08FU;k:Fungi,p:Ascomycota
OTU166	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	GS|100.0|KT428157|SH1213457.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Matsushimamyces,s:Matsushimamyces venustum
OTU167	0	0	0	0	0	0	0	0	0	0	25	0	0	609	0	0	SS|0.8400|JQ070513|SH1541938.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sarocladium
OTU168	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	0	SS|0.9900|MH861336|SH2705410.08FU;k:Fungi,p:Ascomycota,c:Laboulbeniomycetes,o:Pyxidiophorales,f:Pyxidiophoraceae,g:Pyxidiophora,s:Pyxidiophora arvernensis
OTU169	0	0	0	0	0	0	0	0	8	3	226	68	102	104	45	0	GSL|100.0|MK955464|SH1561005.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Purpureocillium
OTU170	0	0	470	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.0|EF159449|SH1170502.08FU;k:Fungi,p:Ascomycota
OTU172	0	0	0	0	0	0	0	0	0	0	0	28	294	227	0	0	GS|86.7|KC427045|SH1648654.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,g:Leptodiscella
OTU173	0	0	0	0	0	0	0	0	17	268	0	0	462	72	0	5	GS|98.0|UDB0750203|SH2619564.08FU;k:Fungi
OTU174	0	0	0	0	0	0	0	0	0	4	9	0	0	409	97	0	SS|1.0000|HM161962|SH1155499.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes
OTU175	0	0	0	0	57	0	0	15	0	11	130	0	66	0	183	0	GS|100.0|MG214562|SH1560583.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU176	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KY548838|SH1539921.08FU;k:Fungi,p:Basidiomycota,c:Classiculomycetes,o:Classiculales,f:Classiculaceae
OTU177	0	0	547	0	0	0	0	0	10	0	132	0	0	0	7	0	GS|100.0|KM265622|SH1581101.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Togniniales,f:Togniniaceae,g:Phaeoacremonium
OTU178	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AM262325|SH1576895.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema rajasthanensis
OTU179	0	0	0	0	0	0	0	319	0	35	243	70	18	36	3	0	SS|1.0000|KU204581|SH1237398.08FU;k:Fungi
OTU180	0	0	0	0	0	0	0	0	0	0	470	0	0	11	0	0	SS|0.8000|MF142367|SH1157551.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU181	0	0	0	0	0	0	0	2	0	0	0	0	378	0	0	0	GS|97.5|AJ427409|SH1183226.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales,f:Exidiaceae,g:Exidiopsis
OTU182	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	397	GS|100.0|MK506342|SH1561416.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Metarhizium,s:Metarhizium marquandii
OTU183	0	0	0	0	0	0	0	0	75	258	0	1	0	7	0	0	SS|1.0000|DQ494356|SH1511060.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae
OTU184	0	0	0	0	0	0	55	12	10	0	347	9	0	44	0	5	GSL|100.0|MK017846|SH1541921.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sarocladium
OTU185	0	0	0	0	0	0	0	0	0	0	0	369	72	26	0	0	GS|98.7|FJ439575|SH1209364.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU187	0	0	0	0	0	0	0	337	0	0	0	17	10	0	0	0	SS|0.9300|MF971343|SH1557860.08FU;k:Fungi
OTU189	0	0	0	0	0	0	0	0	12	1	0	0	380	78	0	184	GS|99.7|FN397382|SH1648822.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Tetracladium
OTU190	0	0	0	0	6	0	0	0	58	16	105	45	196	15	46	16	GS|100.0|EU266591|SH1552445.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia
OTU191	0	0	0	0	75	55	1	50	9	0	59	30	155	37	0	0	GS|99.7|KJ740815|SH1175696.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia
OTU193	0	0	0	0	374	73	7	77	0	0	0	5	39	90	98	0	GS|97.0|KT328883|SH1142993.08FU;k:Fungi
OTU195	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	GS|99.7|FJ362153|SH1578224.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
OTU196	0	0	0	0	0	0	0	0	37	0	22	47	15	304	7	0	GS|99.3|KF827448|SH1579765.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pseudorobillarda,s:Pseudorobillarda siamensis
OTU197	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	SS|0.9900|AF502784|SH1645874.08FU;k:Fungi
OTU198	0	0	0	0	0	0	0	0	0	0	0	0	410	11	0	0	GS|100.0|MG649295|SH1517648.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pseudochaetosphaeronema,s:Pseudochaetosphaeronema martinelli
OTU199	0	0	0	0	0	494	0	0	0	0	32	0	0	0	0	0	GS|79.7|LT547793|SH1156853.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae
OTU200	0	0	0	0	0	0	0	0	15	0	525	6	0	54	107	20	SS|0.9000|HM208715|SH1527189.08FU;k:Fungi,p:Ascomycota
OTU201	0	0	0	0	0	0	1	2	0	0	3	14	383	34	0	0	GS|100.0|FJ612684|SH1540603.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Diaporthaceae,g:Diaporthe
OTU202	0	0	0	0	0	0	0	65	0	0	0	0	16	470	0	0	GS|99.7|GU054168|SH1556684.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Coniosporium
OTU204	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KT215273|SH1157202.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Orbilia,s:Orbilia corculispora
OTU205	0	0	0	0	0	0	0	4	0	0	0	19	135	157	0	0	GS|100.0|KU204480|SH1645418.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Septoria,s:Septoria escalloniae
OTU206	0	0	0	0	2	108	4	286	0	0	0	13	87	63	49	0	SS|0.8400|LT547797|SH1627146.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Devriesia
OTU207	0	0	0	0	0	0	0	0	0	0	0	0	276	6	0	0	SS|1.0000|GQ921817|SH1571598.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU210	0	0	0	0	0	0	5	18	0	0	6	32	28	310	6	12	GS|100.0|MK681736|SH1644392.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Plectosphaerella,s:Plectosphaerella cucumerina
OTU212	290	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	GS|99.7|KM246274|SH1648806.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Tetracladium
OTU213	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	SS|0.9300|DQ494362|SH1146570.08FU;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae,g:Dactylella
OTU215	0	0	0	0	0	0	0	0	15	466	6	0	18	0	0	0	GS|100.0|KM247712|SH1156404.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU216	0	0	2	0	0	0	0	0	48	0	4	97	56	125	0	0	GS|98.7|FJ708606|SH1539591.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	SS|0.8600|KP991340|SH1585564.08FU;k:Fungi,p:Ascomycota
OTU218	0	0	0	0	0	0	0	0	0	0	11	0	6	257	0	0	GSL|100.0|EF551458|SH1575243.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala
OTU219	0	0	0	0	0	5	0	0	99	0	251	4	7	84	0	0	GS|98.0|FR751089|SH1648651.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,g:Leptodiscella,s:Leptodiscella africana
OTU220	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|85.7|GQ921756|SH1655420.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU221	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	SS|1.0000|UDB0749816|SH2721242.08FU;k:Fungi
OTU222	0	0	0	0	0	0	0	0	0	0	0	31	26	298	0	0	SS|0.8500|KM265985|SH1228309.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora
OTU223	0	0	0	0	0	0	0	0	10	4	233	0	0	0	0	0	GS|100.0|KF436392|SH1511103.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU224	0	0	0	0	173	0	0	167	0	0	0	0	0	0	0	0	GS|84.5|MK607610|SH1567260.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae,g:Phaeoisaria
OTU226	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|JX313652|SH1597909.08FU;k:Fungi,p:Ascomycota
OTU227	0	0	0	0	0	0	0	3	0	0	174	28	187	127	3	0	GS|100.0|MK442605|SH1549555.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Ochroconis,s:Ochroconis musae
OTU228	0	0	0	0	0	0	0	0	0	1	10	5	0	236	4	0	GS|100.0|EU041816|SH1560863.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea,s:Veronaea botryosa
OTU229	0	0	0	0	297	94	0	0	29	0	188	8	74	104	76	29	GS|100.0|KU846670|SH1557972.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Sirastachys,s:Sirastachys phaeospora
OTU230	0	0	0	0	0	0	0	0	41	0	0	0	199	0	0	0	GS|100.0|FJ752619|SH1555932.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Botryosphaeriaceae,g:Microdiplodia
OTU231	0	0	3	0	0	2	0	0	0	14	193	0	9	31	1	13	GS|99.7|EF672297|SH1179479.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	SS|0.9500|KT184775|SH1238997.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tetraplosphaeriaceae
OTU233	0	0	0	0	0	0	15	90	0	0	27	0	129	4	94	30	GS|99.7|MG298941|SH1569197.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Neooccultibambusa,s:Neooccultibambusa pandanicola
OTU234	0	0	0	0	0	0	0	0	0	3	286	0	0	0	0	0	SS|1.0000|MK421951|SH1213656.08FU;k:Fungi,p:Ascomycota
OTU235	0	0	0	0	0	0	0	35	0	0	0	0	5	391	0	0	GS|99.7|KF800468|SH1156858.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU237	0	0	0	0	0	0	6	231	0	0	0	0	0	0	0	0	GS|98.7|KU747841|SH1174628.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Mycosphaerellaceae,g:Mycosphaerella
OTU238	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	GS|81.8|KP335617|SH1156845.08FU;k:Fungi
OTU239	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	GS|100.0|MH213123|SH1542057.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Campylocarpon,s:Campylocarpon pseudofasciculare
OTU240	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	3	GS|100.0|MH854917|SH1517982.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Mesobotrys,s:Mesobotrys simplex
OTU242	0	0	0	0	0	0	0	0	0	0	237	0	17	0	0	0	GS|91.1|JX374989|SH1567823.08FU;k:Fungi
OTU244	0	0	0	0	0	0	0	0	0	5	0	0	46	212	2	0	GS|98.7|KJ572115|SH1561007.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Paramyrothecium,s:Paramyrothecium roridum
OTU245	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	GS|100.0|DQ421291|SH1648813.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU246	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.7|MH809377|SH1573200.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia macrospinosa
OTU247	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	GS|99.7|GQ996096|SH2699906.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium
OTU248	0	0	0	0	0	0	3	6	0	0	98	103	42	73	7	0	GSL|100.0|MG203933|SH1563547.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Letendraea
OTU249	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.7|HQ008925|SH1552804.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Bartaliniaceae,g:Truncatella
OTU252	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|KX710148|SH1652658.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sporidesmium,s:Sporidesmium pyriformatum
OTU253	0	0	0	0	0	0	0	0	0	0	218	43	4	13	0	0	SS|1.0000|DQ421194|SH1515222.08FU;k:Fungi
OTU254	0	0	0	0	0	0	0	0	0	0	0	0	270	15	0	0	GS|78.3|MF971381|SH1146027.08FU;k:Fungi
OTU257	0	0	0	0	0	0	0	0	5	135	0	0	40	0	0	38	SS|0.9100|AF373061|SH1524203.08FU;k:Fungi,p:Ascomycota
OTU258	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.0|KR093876|SH1546729.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Setophoma,s:Setophoma chromolaenae
OTU259	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.2|JX313651|SH1597909.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium foliicola
OTU260	0	0	0	0	0	0	0	0	0	23	0	0	230	17	0	0	GS|99.0|AF502866|SH1183428.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Volutella,s:Volutella consors
OTU261	0	0	0	0	233	0	0	0	0	0	0	0	0	1	0	0	GS|95.7|LC015701|SH1572554.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pleurotheciales,f:Pleurotheciaceae
OTU262	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	GS|99.3|KT328760|SH1222433.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales
OTU263	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	SS|1.0000|KY038650|SH1636081.08FU;k:Fungi
OTU264	0	0	0	0	0	0	0	0	160	0	4	0	0	50	0	0	SS|0.9700|JN802307|SH1191767.08FU;k:Fungi,p:Ascomycota
OTU265	0	0	0	168	26	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|JQ814313|SH1541132.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Xylaria,s:Xylaria multiplex
OTU266	0	0	211	0	0	0	0	0	0	0	0	0	0	0	6	0	GS|99.6|AY546017|SH1178705.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU267	0	0	0	0	0	0	0	17	0	0	5	0	0	1	179	0	GS|100.0|MH859707|SH1522828.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Sesquicillium,s:Sesquicillium microsporum
OTU268	0	0	0	0	0	0	0	0	33	0	5	0	0	0	203	0	SS|0.8800|JX332090|SH2702668.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales
OTU269	0	0	0	0	0	0	0	103	0	0	0	0	0	0	61	30	GS|100.0|KT328739|SH1245613.08FU;k:Fungi
OTU270	0	0	0	0	0	47	0	8	0	0	906	7	0	313	704	20	GS|99.7|MG572381|SH1546344.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Gibberella,s:Gibberella baccata
OTU271	0	0	0	0	0	0	0	0	0	0	0	8	105	110	0	0	SS|0.9700|MF372138|SH2590893.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Phallales,f:Phallaceae,g:Phallus
OTU272	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	GS|100.0|MF196849|SH1539487.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Cylindrocarpon
OTU273	0	0	0	0	0	0	0	0	0	0	0	0	2	130	41	0	GS|97.0|FJ752614|SH1565456.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma
OTU275	0	0	0	0	0	0	0	0	0	5	226	0	0	0	0	0	GS|100.0|KT751015|SH1506681.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Monocillium
OTU276	0	0	0	0	0	0	0	3	0	0	0	0	0	0	188	0	SS|1.0000|KM265985|SH1228309.08FU;k:Fungi
OTU277	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	GS|99.0|GU053799|SH1566172.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis
OTU278	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	GS|98.6|MF971434|SH1187683.08FU;k:Fungi,p:Ascomycota
OTU279	0	0	0	0	0	29	1	5	0	0	49	0	257	45	0	0	GS|100.0|HQ623586|SH1576896.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremataceae,g:Papiliotrema,s:Papiliotrema leoncinii
OTU280	0	0	0	0	0	0	319	17	0	0	0	0	0	0	5	0	GS|99.7|MH864520|SH1561516.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Volutella,s:Volutella ciliata
OTU281	0	0	0	0	0	0	0	0	1	208	0	0	19	0	0	0	GS|100.0|MK952377|SH1635781.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala pisciphila
OTU282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	143	SS|1.0000|FR751089|SH1648651.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,g:Leptodiscella
OTU285	0	0	0	0	108	0	0	0	0	0	123	0	9	0	0	0	SS|1.0000|KF614767|SH1242300.08FU;k:Fungi
OTU286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	GS|84.9|MF976722|SH1245746.08FU;k:Fungi
OTU287	94	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	GSL|100.0|EU008878|SH1543706.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum
OTU288	0	0	0	0	9	27	0	7	0	0	24	11	57	50	0	0	GS|97.3|KX098083|SH1175726.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Neodevriesiaceae
